frame_interval,time_interval,crmsd,crmsd_std
1.0,600.0,9.053035736208564,0.2190114523396723
2.0,1200.0,13.471191943620324,0.3319047153837552
3.0,1800.0,17.963204263003853,0.4719508971802162
4.0,2400.0,21.891277947766316,0.5890150371606139
5.0,3000.0,25.681645629587972,0.7049931548617263
6.0,3600.0,30.30814365459886,0.9016981667401028
7.0,4200.0,34.814161636152726,1.0845038449591167
8.0,4800.0,38.79725550536757,1.293054232333476
9.0,5400.0,43.01547805648707,1.5569769592870317
10.0,6000.0,47.060496397409466,1.848016956045048
11.0,6600.0,50.71396486303388,2.139037893468562
12.0,7200.0,53.67654422736858,2.4319224056663544
13.0,7800.0,55.20797264489125,2.8603136326368532
14.0,8400.0,57.8442927114632,3.4821993188450047
15.0,9000.0,61.04315065761727,4.756192041374391
16.0,9600.0,65.17554055249754,8.22976997915141
