TRACK_ID,SPOT_SOURCE_ID,SPOT_TARGET_ID,LINK_COST,DIRECTIONAL_CHANGE_RATE,SPEED,DISPLACEMENT,EDGE_TIME,EDGE_X_LOCATION,EDGE_Y_LOCATION,EDGE_Z_LOCATION,MANUAL_EDGE_COLOR
0.0,3837.0,4387.0,0.6359444285966878,0.00016381975981128138,0.0013291020659292746,0.7974612395575648,2100.0,312.5210953525281,548.114721361302,0.0,
0.0,3240.0,4096.0,0.05466531158477491,0.0006661733829639296,0.0003896769017217801,0.23380614103306804,900.0,312.78142826857845,549.685177155069,0.0,
0.0,3070.0,3240.0,0.8643768247073874,,0.0015495311340203198,0.9297186804121919,300.0,312.52082334889974,550.1970027694925,0.0,
0.0,4096.0,3837.0,1.2771346857492836,0.0016542851022457873,0.0018835063974681808,1.1301038384809086,1500.0,312.7516593769184,549.0493560722325,0.0,
0.0,4387.0,3816.0,2.198526748035975,0.0006623945887687668,0.0024712383018528133,1.482742981111688,2700.0,312.47595145667424,546.9959214369524,0.0,
1.0,9.0,1.0,2.3421868645615334,0.004115004927393259,0.002550700810322927,1.5304204861937563,900.0,543.4679074346627,43.46409077154357,0.0,
1.0,12.0,9.0,1.2324914537930947,,0.001850293860890071,1.1101763165340426,300.0,543.39569122945,43.93732639595171,0.0,
1.0,1.0,2.0,0.030410080802903937,0.005052897830845073,0.00029064144005068026,0.17438486403040815,1500.0,544.0287557211155,43.08204140486406,0.0,
2.0,8896.0,8314.0,6.003640566043368,0.00043045272633425224,0.004083721262539899,2.4502327575239393,2700.0,657.863991652596,1007.1630252030748,0.0,
2.0,7135.0,8197.0,1.5028895280083803,0.004184984061473393,0.0020432065811749464,1.2259239487049678,900.0,657.5775523700675,1007.5946229462456,0.0,
2.0,8211.0,8896.0,0.27772819847071006,0.005139242647469652,0.0008783320658920491,0.5269992395352294,2100.0,657.1629693072963,1008.46806596294,0.0,
2.0,6800.0,7135.0,1.576444402436914,,0.002092608952717021,1.2555653716302126,300.0,657.1938108231797,1007.6259267687005,0.0,
2.0,8197.0,8211.0,3.3542553972975746,0.005001229144915777,0.0030524377313230116,1.8314626387938069,1500.0,657.3939148046926,1007.8574243554847,0.0,
3.0,4103.0,3843.0,0.02459579605480597,0.002064521805662132,0.00026138411525529693,0.15683046915317816,1500.0,464.61095291601725,551.941777399205,0.0,
3.0,3843.0,4412.0,2.3427989536044738,0.003010150238681805,0.002551034078785217,1.53062044727113,2100.0,465.21174073076577,552.3922456633849,0.0,
3.0,3087.0,3270.0,2.9798787365197548,,0.0028770542113031334,1.72623252678188,300.0,461.5425073965856,550.761918093151,0.0,
3.0,3270.0,4103.0,7.228361199000477,0.0015534395412705037,0.0044809352939241,2.68856117635446,900.0,463.24957828105687,551.7725739678325,0.0,
3.0,4412.0,3830.0,0.9278344272886985,0.002948772553628055,0.00160540270760321,0.9632416245619261,2700.0,466.02461271196273,552.4997179258064,0.0,
4.0,19.0,10.0,0.19224377245540292,0.0029833665204447033,0.0007307602062529034,0.43845612375174203,900.0,92.31748670087404,58.313524391831535,0.0,
4.0,21.0,27.0,0.17254601339027328,0.0014311964474601803,0.0006923109717747135,0.41538658306482806,2700.0,91.82491131952338,57.435823096922235,0.0,
4.0,28.0,19.0,0.770345295758033,,0.0014628219453413714,0.8776931672048228,300.0,92.03696964265328,58.6600970479126,0.0,
4.0,30.0,21.0,0.20032765137405822,0.0011831932324843863,0.000745966284936037,0.4475797709616222,2100.0,92.13725102308332,57.67331570912462,0.0,
4.0,10.0,30.0,0.0731059480682448,0.0013508598934594955,0.0004506351938845286,0.27038111633071715,1500.0,92.2191327760264,58.00125545674598,0.0,
5.0,7136.0,8203.0,3.1039028531773143,0.0011588151625046743,0.002936316122275833,1.7617896733654999,900.0,118.65955807239618,1005.7706620277839,0.0,
5.0,8901.0,8341.0,2.61532086011069,0.0036986601883058387,0.0026953256142763417,1.617195368565805,2700.0,116.35842250726384,1006.9917646145695,0.0,
5.0,8203.0,8216.0,3.6293702583286,0.003798752001609492,0.003175151028047765,1.905090616828659,1500.0,117.89600281920872,1005.6791629997905,0.0,
5.0,8216.0,8901.0,1.9553850001924424,0.001733897864650986,0.0023305846907020057,1.3983508144212033,2100.0,116.63549101658782,1006.37284251488,0.0,
5.0,6812.0,7136.0,1.995912451238269,,0.002354612760824938,1.4127676564949627,300.0,118.53921452040555,1007.2593135801164,0.0,
6.0,6835.0,7134.0,1.6475324566909189,,0.002139270680947987,1.2835624085687922,300.0,434.825003209,1005.2698265706508,0.0,
6.0,8183.0,8835.0,4.206293137975598,0.00048274571702428335,0.003418208244897869,2.0509249469387214,2100.0,434.5624655068267,1001.3282540496223,0.0,
6.0,8835.0,8232.0,8.741634071348104,0.0006432482402701178,0.00492770908890286,2.9566254533417156,2700.0,435.1335818267756,998.9366658407733,0.0,
6.0,8208.0,8183.0,4.943910949772196,0.002741048897464006,0.003705817854615825,2.223490712769495,1500.0,434.232166215092,1003.4171726751697,0.0,
6.0,7134.0,8208.0,0.5919067153570126,0.001811037991345612,0.0012822578993463623,0.7693547396078174,900.0,434.28337564179753,1004.5653181518908,0.0,
7.0,3845.0,4390.0,1.033191857251576,0.0005335009244710853,0.001694100758884895,1.016460455330937,2100.0,850.1949390935406,552.7119913238794,0.0,
7.0,4114.0,3845.0,0.4583168447486327,0.0010925032977781176,0.0011283183710832593,0.6769910226499556,1500.0,849.8409500908735,553.4697240903952,0.0,
