TRACK_INDEX,TRACK_ID,NUMBER_SPOTS,NUMBER_GAPS,NUMBER_SPLITS,NUMBER_MERGES,NUMBER_COMPLEX,LONGEST_GAP,TRACK_DURATION,TRACK_START,TRACK_STOP,TRACK_DISPLACEMENT,TRACK_X_LOCATION,TRACK_Y_LOCATION,TRACK_Z_LOCATION,TRACK_MEAN_SPEED,TRACK_MAX_SPEED,TRACK_MIN_SPEED,TRACK_MEDIAN_SPEED,TRACK_STD_SPEED,TRACK_MEAN_QUALITY,TOTAL_DISTANCE_TRAVELED,MAX_DISTANCE_TRAVELED,CONFINEMENT_RATIO,MEAN_STRAIGHT_LINE_SPEED,LINEARITY_OF_FORWARD_PROGRESSION,MEAN_DIRECTIONAL_CHANGE_RATE
0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,14400.0,3000.0,17400.0,17.423214307748932,395.7874073111209,641.131294822292,0.0,0.003952104015934821,0.012061430431451145,0.00028447431913873676,0.0020520104565914677,0.003967152171448001,820.68,56.91029782946143,17.707560740044332,0.3061522250324484,0.0012099454380381203,0.3061522250324484,1.6865340438642822
1.0,1.0,30.0,0.0,0.0,0.0,0.0,0.0,17400.0,0.0,17400.0,26.799567354858162,793.3322442107052,1145.6113235270402,0.0,0.0024971613638279126,0.004721956421805925,0.00038966194077105694,0.002407399360452421,0.001268153326909813,658.8333333333334,43.45060773060567,27.017210532397208,0.6167823364178432,0.001540205020394147,0.616782336417843,1.2561921827078424
2.0,2.0,28.0,0.0,0.0,0.0,0.0,0.0,16200.0,0.0,16200.0,31.977256152753142,1044.6150229920083,254.10034227214842,0.0,0.0046751242725427454,0.013001861256731997,0.0011262947942035002,0.0037733559229081674,0.0034481859096247127,846.5,75.73701321519248,31.99625430437093,0.4222143809909137,0.001973904700787231,0.4222143809909137,1.3710265761157778
3.0,3.0,9.0,0.0,0.0,0.0,0.0,0.0,4800.0,0.0,4800.0,9.067562745282109,625.2005963685401,459.0342953170991,0.0,0.0036924088812053625,0.011343112589513073,0.0007787328741295116,0.003401029934024075,0.0033750297219278485,1001.0,17.72356262978574,9.067562745282109,0.5116106132095253,0.0018890755719337725,0.5116106132095253,2.2607643751581468
4.0,4.0,23.0,1.0,0.0,0.0,0.0,1.0,13800.0,0.0,13800.0,12.98180691081571,331.3627858881144,1155.7226760333854,0.0,0.004082040081529174,0.015069395715341835,0.00032897589761587585,0.003298298199634621,0.0038390604012940996,646.6521739130435,57.924531974385424,15.015915977788763,0.2241158705702852,0.0009407106457112833,0.23045110457584808,1.355106611790775
5.0,5.0,30.0,0.0,0.0,0.0,0.0,0.0,17400.0,0.0,17400.0,54.920792926147385,304.7870844044571,237.99227836646622,0.0,0.0046026156046668045,0.02281749395100446,0.00045834341478792054,0.003960135047627912,0.004478084414172523,699.0,80.08551152120242,54.920792926147385,0.6857768887647956,0.0031563674095487003,0.6857768887647958,0.7990548543849945
6.0,6.0,30.0,0.0,0.0,0.0,0.0,0.0,17400.0,0.0,17400.0,37.22132007964304,356.86781830554236,1152.6769157588228,0.0,0.0031627465055961475,0.009329354839613111,0.00016481478165160816,0.00269195815826689,0.002311468104262439,561.1,55.031789197372966,37.22132007964304,0.6763603477645946,0.002139156326416267,0.6763603477645946,1.1736192204939626
7.0,7.0,7.0,1.0,0.0,0.0,0.0,1.0,4200.0,0.0,4200.0,9.6963039866875,896.8900132764427,254.75908349440752,0.0,0.005933710888300088,0.01421238003997372,0.002167005786000095,0.005245791246325618,0.004362324293501506,681.5714285714286,25.44746388308101,9.6963039866875,0.3810322329658234,0.0023086438063541666,0.38907251293727185,1.0505352392770813
8.0,8.0,30.0,0.0,0.0,0.0,0.0,0.0,17400.0,0.0,17400.0,9.08216901694969,1068.621836920097,1154.3029697753107,0.0,0.002218248659306038,0.005297031556108894,0.00035434559350090326,0.0019453762870352206,0.0012643441656974169,566.4,38.59752667192507,9.08216901694969,0.23530443010370003,0.000521963736606304,0.23530443010370009,1.0913958400710144
9.0,9.0,13.0,1.0,0.0,0.0,0.0,1.0,7800.0,3000.0,10800.0,8.079321020475843,663.9991725561285,868.5812975491664,0.0,0.006450260147193551,0.020373257705134745,0.0005463573057516435,0.004516123707100532,0.00674726834587782,767.6153846153846,46.76968744324455,13.801044124965456,0.17274695346810207,0.0010358103872404928,0.16058428088224697,1.1465319619988223
