frame_interval,time_interval,crmsd,crmsd_std
1.0,600.0,7.612696101400415,0.11276114906786248
2.0,1200.0,13.940663747002503,0.18798409456623083
3.0,1800.0,20.93149742818857,0.25951523378296554
4.0,2400.0,28.622936288142142,0.365158701493289
5.0,3000.0,36.284659561258614,0.474054071667442
6.0,3600.0,44.90630499352668,0.6216171539204312
7.0,4200.0,53.84009589724476,0.7920272514500359
8.0,4800.0,62.890176288005414,0.9997025079066795
9.0,5400.0,71.48712367880574,1.2064528191622927
10.0,6000.0,80.59408880937428,1.4145566551918853
11.0,6600.0,90.07793539448937,1.700689435547769
12.0,7200.0,99.32790489948047,2.030133246283924
13.0,7800.0,106.5471059067581,2.282838767073599
14.0,8400.0,113.32176251865526,2.5884232269853094
15.0,9000.0,119.95919646741925,2.9104859127735665
16.0,9600.0,126.01521233960122,3.273185813344009
17.0,10200.0,129.23264753299196,3.5837565398087445
18.0,10800.0,132.1952971794871,3.9092844087546457
19.0,11400.0,134.69200622298987,4.174757846607867
20.0,12000.0,138.50110442638663,4.681228736761783
21.0,12600.0,141.5879271387089,5.2171993674054065
22.0,13200.0,144.25155630877714,5.8696648564667475
23.0,13800.0,148.77434902598526,6.762486272801806
24.0,14400.0,156.7156883166688,8.105061026394488
25.0,15000.0,170.1459375300482,10.457836169210815
26.0,15600.0,165.86673783838918,12.00932316547583
27.0,16200.0,178.21462124624207,17.03921753303812
28.0,16800.0,169.91189516992043,22.655655234929892
29.0,17400.0,134.7125658460337,30.513554696091422
