frame_interval,time_interval,crmsd,crmsd_std
1.0,600.0,9.152238053524181,0.2651518916511986
2.0,1200.0,14.554890276790324,0.4537073905928578
3.0,1800.0,18.85496736153401,0.6051423580484524
4.0,2400.0,24.134062773226752,0.81374952497651
5.0,3000.0,29.87745903464874,1.5124836487736155
