frame_interval,time_interval,msd,msd_std
1.0,600.0,15.370561603533359,0.4828623607392605
2.0,1200.0,36.026452089138196,1.15416163026316
3.0,1800.0,63.94385520719244,2.294302341216699
4.0,2400.0,98.22710518165626,3.8625949437890736
5.0,3000.0,138.69938500629183,5.782996266989743
