Frame,T,X,Y,Z,Radius,Visibility,Manual spot color,Ellipse center x0,Ellipse center y0,Ellipse short axis,Ellipse long axis,Ellipse angle,Ellipse aspect ratio,Area,Perimeter,Circularity,Solidity,Shape index,Quality,Mean intensity ch1,Median intensity ch1,Min intensity ch1,Max intensity ch1,Sum intensity ch1,Std intensity ch1,Contrast ch1,Signal/Noise ratio ch1,Spot ID,TRACK_ID,Velocity_X,Velocity_Y
0.0,0.0,229.4936170212766,1081.7875886524823,0.0,21.185300080932176,1.0,,-0.019514255925154995,-0.5185707452142245,18.566935947229755,25.466033988844938,1.2276369848689122,1.3715797836123063,1410.0000000000002,146.07858068161224,0.8303398773826752,0.9504550050556119,3.890245277865317,1407.0,19337.602409638555,18906.0,6716.0,37657.0,27285357.0,6041.344968727699,-0.012016596029582183,-0.0778629401919394,6144.0,0.0,0.001120761227632414,-0.002072065122412899
0.0,0.0,327.58453608247424,489.99381443298967,0.0,17.571584720743797,1.0,,0.09140900123472381,0.20668910311562838,15.849759323516757,21.392927122989114,1.5568454947610755,1.3497319855985317,969.9999999999998,122.05102956583093,0.8182739089980291,0.9709709709709706,3.9188223849286508,970.0,21355.257965056528,19890.0,6532.0,65535.0,20778666.0,8971.615218903478,-0.04298460836098853,-0.21382487667935884,2049.0,1.0,0.008591863374999207,0.008307097419178244
0.0,0.0,1203.490128679711,1078.0286444561962,0.0,17.348256321220703,1.0,,0.21905928867670746,-1.3944172065847582,15.119426322028175,22.38059164913093,-1.4899520038543335,1.4802540236942479,945.5,124.74427053308703,0.7635371661134966,0.9403281949278965,4.056858322754986,954.0,20731.312236286918,20237.0,6583.0,43606.0,19653284.0,6861.459740724103,0.0035507101730525323,0.021380416964797738,6145.0,2.0,0.004350528397022041,-0.007096451362046233
0.0,0.0,819.5185039370078,32.616010498687665,0.0,20.10605768054529,1.0,,-0.3393388207053411,-0.9643145303367933,15.274004373659904,28.029794789202743,0.46051159606925673,1.8351307295381074,1270.0000000000002,146.04065163871607,0.7482833135824423,0.9698358151966401,4.097999505333936,1277.0,21138.612598425196,20304.0,5571.0,47423.0,26846038.0,8247.140920131042,-0.011801852531443575,-0.06122223895029518,2.0,3.0,0.00031883626861656467,0.0037490633438262105
0.0,0.0,781.083368186254,789.2786839537152,0.0,27.587659158860205,1.0,,-1.4492039711279656,-2.7038608898592873,20.511032598256563,39.77982350185612,0.9242652365638896,1.9394354385277222,2390.9999999999995,218.6990820478835,0.6281965107238101,0.9217424826522741,4.472570264564983,2396.0,21813.037562604342,20600.0,6965.0,65535.0,52264038.0,7696.922253122573,0.001994080642455519,0.011279935201761248,4098.0,4.0,-0.0007166987943278021,-0.006733294647677137
0.0,0.0,682.0675066584715,481.95851259987705,0.0,16.091770953208155,1.0,,-0.2871254920923218,-0.324561026523259,14.456712583016593,19.219101716314807,0.46341633118541725,1.3294240724473527,813.5,112.07679548958906,0.8138343401209888,0.9678762641284949,3.9294966822798245,810.0,17798.852760736198,18242.0,7149.0,28811.0,14506065.0,4463.909486052545,-0.02159336089110211,-0.17599789696930773,2051.0,5.0,0.006512005209899409,-0.0033053015415308094
0.0,0.0,339.15982905982906,1085.468142968143,0.0,18.476670504506906,1.0,,0.49964293893604333,1.123154370675387,12.25354642084183,30.66890661709358,1.0456384965183576,2.502859626412269,1072.4999999999998,146.23624442753857,0.6302271587050995,0.917058572039333,4.465358941322028,1067.0,19961.49114631873,18411.0,6921.0,55401.0,21418680.0,7660.665131785151,-0.02887779492979671,-0.1549696460158151,6147.0,6.0,0.0032603043083392434,0.005220489521799436
0.0,0.0,781.5440710981251,483.1242999756513,0.0,14.760864374853009,1.0,,0.19216430697537282,-0.2660417131425724,13.584272386583418,17.594031218127363,-1.5014578113979906,1.2951765628245355,684.4999999999999,99.58271879642801,0.8673918918648745,0.9757662152530289,3.8062494999971523,686.0,21021.509489051095,20427.0,6057.0,65535.0,14399734.0,9654.393157448036,-0.011275885470673644,-0.0496643141855654,2052.0,7.0,-0.0019587205575822965,-0.0035579045820865454
0.0,0.0,1041.9362357080036,768.5671357373204,0.0,13.452106537471558,1.0,,0.29086337291796033,-0.03329902125559098,12.954314286716755,15.116999797207793,1.014635592348907,1.1669471237631341,568.5,88.7017975944572,0.9079783447438601,0.9886956521739131,3.7202076942635123,573.0,25812.179577464787,24325.0,9345.0,50594.0,14661318.0,11581.014426153308,0.1073187710784006,0.43202720926021115,4100.0,8.0,-0.005262622146035483,0.009542654167452536
0.0,0.0,576.6914206642066,1080.8424046740467,0.0,18.575465448360347,1.0,,-0.5574708114556131,0.18369292864063388,17.564605997477063,21.46845393960461,1.497954824612996,1.2222565050812007,1084.0,132.24894920316558,0.7788515458880604,0.9458987783595113,4.016775772482647,1089.0,17439.78044280443,16701.0,6472.0,40806.0,18904722.0,5208.2276868247,-0.057937833048747625,-0.41187338770353027,6148.0,9.0,0.006120123302188744,-0.00435699229145636
0.0,0.0,871.081366764995,1091.0955014749263,0.0,20.775663783985824,1.0,,-0.0851098840067149,0.20978163339294667,14.586696407521083,30.498395565046,1.5210892120056716,2.090836383577617,1355.9999999999998,153.26564197002216,0.7254039837247863,0.9509116409537167,4.162123512120913,1356.0,19574.711964549482,18929.0,7353.0,46699.0,26504160.0,6088.371872706143,0.0009279684346779915,0.005961486763969979,6149.0,10.0,-0.0006307712866743031,-0.003816802537486031
