frame_interval,time_interval,crmsd,crmsd_std
1.0,600.0,18.117332405346566,0.5272693323036383
2.0,1200.0,32.10303797679788,1.033979046494767
3.0,1800.0,47.38851389960096,1.64132623575368
4.0,2400.0,67.12121784957274,3.278945693838411
5.0,3000.0,86.61972549354569,6.62949098802812
